;texto;polarity;subjectivity;location;Latitude;Longitude
79;VITÓRIA 13 HADDAD PRESIDENTE DA REPÚBLICA FEDERATIVA DO BRASIL https://t.co/ASWlRtSJW2º-turno-aponta-para-vitória-de-Haddad.htm;0.0;0.0;Brasília Brasil;-15.778429999999958;-47.92864999999995
80;@RecteRepublica @hoffmannp80 @Haddad_Fernando Ele está livre Porque está sendo investido ...Pelo menos o Lula assum… https://t.co/1J5pbIDa3w;0.05000000000000002;0.6000000000000001;Porto Alegre, Brasil;-30.033919999999966;-51.22798999999998
81;https://t.co/80FjqXB7WQ🇧🇷#Brasil: Los colegios electorales ya están abiertos. Brasil elige, entre Bolsonaro y Haddad, su próximo presidente.;0.0;0.25;Metodólogo!;9.205560000000048;-6.682299999999941
82;Bom dia só pra quem é Haddad 13;0.7;0.6000000000000001;exo • swift • af • haim;36.22416000000004;73.70421000000005
83;trabalhadores do mundo, uni-vos e votais no haddad #EleNão;0.0;0.0;natal, brazil;-5.795439999999928;-35.211509999999976
84;Entre eu sair de casa e votar foram 10 minutos, muito rápido! Várias pessoas adesivadas de Haddad lá tbm 😍 só amor! #Haddad13 #DuduPaes25;0.31666666666666665;0.45999999999999996;Third planet known;29.7309800627559;-95.42183999999997
85;O novo pt tem que ser a cara do haddad , não do Lula e da Gleisi. https://t.co/Wc0Z54fQ5P;0.13636363636363635;0.45454545454545453;Brasil;-10.769946428999958;-53.073466888999974
86;n dá pra entender vcs compararem bolsonaro e haddad infelizmente corrupto todos são mas fascista um só... dinheiro… https://t.co/X7y4aBfnQX;-0.5;1.0;1406;-23.567834999999945;-46.66022656999996
87;Só pra deixar claro que não sou Pt!! Mais entre o Bozonaro e Haddad .. #HadadPresidente13 #Vaidapt 1️⃣3️⃣🤟🏽;0.328125;0.44166666666666665;Vila Velha, Brasil;-20.33030999999994;-40.29213999999996
88;@Digunan Eu sou Haddad;0.0;0.0;Vevo - Piltover;28.64889000000005;77.19040000000007
89;Os que votam no Bolsonaro olham aqueles que votam no Haddad e sentem ódio. Nós, a oposição, olhamos os eleitores do… https://t.co/qADPPyw0oZ;0.0;0.0;Miguel Pereira, Brasil;-22.457269999999937;-43.471299999999985
90;deus eu peço q se o Haddad não for vencer, faz o arrebatamento acontecer, o dia do juízo final pq assim não dá p continuar;0.0;0.0;New York, NY;40.71455000000003;-74.00713999999994
91;"Na saída do meu colégio eleitoral eu vi um senhorzinho com o adesivo do Haddad, cumprimentei ele dizendo ""Vai dar c… https://t.co/SAeJyqgxhf";-0.1875;0.5;Teresina, Brasil;-5.090669999999932;-42.81162999999998
