;texto;polarity;subjectivity;location;Latitude;Longitude
2117;5 travestis foram passear foram na avenida faturar chegou o bolsonaro TA TÁ TÁ TÁ.. nenhuma travesti voltou de lá;0.0;0.0;MG| Governador Valadares;-18.848209999999938;-41.95035999999993
2118;quem será que escreveu esse discurso pro bolsonaro ler 🤦🏽‍♀️;0.0;0.0;Santa Catarina, Brasil;-27.24632003199997;-50.48682375299995
2119;"#BrasileirosForaDoBrasil

2° TURNO
Apuração no Exterior - Votos Válidos

JAPÃO
Haddad: 63,4%
Bolsonaro: 36, 6%

FRA… https://t.co/CFJCDXYRnz";-0.0625;0.0625;Brésil ;-10.769946428999958;-53.073466888999974
2120;Fizemos nossa parte aqui no Nordeste, o Sudeste é fascista, uma pena, espero que Bolsonaro é o General cumpram tudo… https://t.co/NgqEzimhKo;0.05000000000000002;0.5;Natal, Brasil;-5.795439999999928;-35.211509999999976
2121;Bom, eleitores do bolsonaro, meu papo é com vocês agora. Seu cadidato está eleito, não concordamos com as propostas… https://t.co/2DJ6HgByfO;0.0;0.0;Sao Paulo, Brazil;-23.562869999999975;-46.654679999999985
2122;a todos que votaram no bolsonaro, espero que algum dia a escolha pelo ódio de vocês retorne com a mesma intensidade, seus merdas;-0.1;0.4625;"ᵇᵗˢ; ᵗʷᶤᶜᵉ; ᵈᵉᵐᶤ ❧↬ˡᵒᵛᵉ ᵇᵒᵗ";;
2123;O engraçado é Bolsonaro citar tanto Deus em seus discursos, mas queria saber desde quanto Deus é a favor de violênc… https://t.co/ZK0cXRk1V0;0.25;1.0;Lugar Nenhum ;-22.496609999999976;-43.20011999999997
2124;"Jundiaienses comemoram vitória de Bolsonaro

A leitora Viktoria Silvaah enviou vídeo de comoração da vitória de Jai… https://t.co/dC0GAePK3N";0.0;0.0;Jundiaí, Brasil;-23.188069999999982;-46.89114999999998
2125;"Haddad e bolsonaro é igual dois cara em cima de uma moto

Um pra te roubar e o outro pra te matar";-0.125;0.375;Piam, Belford Roxo;-22.75368999999995;-43.397779999999955
2126;"Bolsonaro Presidente :  ""Quiero seguir los lineamientos de Dios""";0.0;0.0;Santiago de Chile;-33.43721999999997;-70.65001999999998
2127;Bolsonaro gana en Brasil y en Argentina tenemos gente en contra de la educación sexual integral. Estamos segures qu… https://t.co/TuOFnZUulo;0.43333333333333335;0.6407407407407407;Mar del Plata;-37.997409999999945;-57.54845999999998
2128;I liked a @YouTube video https://t.co/sR4fkbeDvz parabens aos eleitores de Bolsonaro;0.6;0.8;Ponta Grossa Parana Brasil;-25.094919999999945;-50.16310999999996
2129;Meu pai votou no bolsonaro e vem falar p mim que burro é quem n acredita num futuro melhor. Falei que burro é quem… https://t.co/ATCTxyXmDI;0.041666666666666664;0.375;BXD-021;-7.714629999999943;139.57500000000005
2130;Não conheço esse Deus que o Bolsonaro tanto fala... pq o Deus que eu conheço enquanto católica, preza pela liberdad… https://t.co/gDT9frVPWI;0.1;0.15000000000000002;Araraquara, Brasil;-21.793199999999956;-48.17543999999998
2131;@AndrewDFish The ONLY reason Bolsonaro is elected is because he would kill anyone if he wasn't. Behavior like that… https://t.co/Zhlg0VwclP;0.0;1.0;bucks county, pa.;40.33694040700004;-75.10679406599996
2132;quem foi o publicitário que escreveu esse discurso pro bolsonaro hein? pode demitir, ta uma merda;0.0;0.0;402B33;38.195880000000045;-85.69562999999994
2133;Eu só torço para que o Bolsonaro realmente melhore um pouco as coisas pra nós.;0.0062500000000000056;0.35;Rio Grande do Sul, Brasil;-29.693007415999944;-53.32617115199997
2134;oxi n to entendendo nd do discurso do bolsonaro... n eh ele q falou q apoia a ditadura e agr vem com papo de democracia e liberdade?;0.0;0.0;SP;-22.27277023599993;-48.71886786699997
2135;"Bolsonaro : ""Nous allons changer le destin du Brésil""";0.0;0.0;Paris, Ile-de-France;48.85717000000005;2.3414000000000215
2136;Bolsonaro dizendo que é defensor da liberdade KKKKKKKKKKKKK;0.0;0.0;Brasília, Brasil;-15.778429999999958;-47.92864999999995
2137;Bolsonaro facilitou os meios pra eu me suicidar, agora sim vai, comprar aquela arminha marota com meu dinheiro suado e morrer com força;-0.2916666666666667;0.5416666666666666;Falhando em algum lugar de SC;45.28836000000007;2.76144000000005
2138;@BrunoFabil Votei 17, não gosto muito das opiniões com relação a minoria dele,mas gosto da chapa de ministro,o Paul… https://t.co/UEIHEcSypy;-0.1;0.2;Minha casa, Brasil;2.8099600000000464;-60.67426999999998
2139;Não votei no Bolsonaro mas desejo que Deus o abençoe para ele fazer um bom governo. Mas confesso que meu coração ex… https://t.co/DNsCQBU42j;0.7;0.6000000000000001;Macapá-AP;0.03408000000007405;-51.06648999999993
2140;Bolsonaro mp;0.0;0.0;Vitória ;-20.320619999999963;-40.33409999999998
2141;cara se vc apoia o bolsonaro oq vc ta fazendo aqui no meu perfil ainda????? seu lugar é no lixo me da unf pelo amor de deus;0.0;0.0;Matrix;55.18916000000007;61.38789000000003
2142;o povo feio que apoia bolsonaro tao ino p trevo comemorar kkkkkkkkkk trevo não gente pelo amor;-0.09999999999999998;0.8;Alfenas, Brasil;-21.43608999999998;-45.94480999999996
2143;"""Defensor da liberdade""- Jair Bolsonaro";0.0;0.0;Sono e fome;24.68662000000006;86.35457000000008
